prime_award_unique_key,prime_award_piid,prime_award_parent_piid,prime_award_amount,prime_award_base_action_date,prime_award_base_action_date_fiscal_year,prime_award_awarding_agency_code,prime_award_awarding_agency_name,prime_award_awarding_sub_agency_code,prime_award_awarding_sub_agency_name,prime_award_awarding_office_code,prime_award_awarding_office_name,prime_award_funding_agency_code,prime_award_funding_agency_name,prime_award_funding_sub_agency_code,prime_award_funding_sub_agency_name,prime_award_funding_office_code,prime_award_funding_office_name,prime_award_treasury_accounts_funding_this_award,prime_award_federal_accounts_funding_this_award,prime_awardee_duns,prime_awardee_name,prime_awardee_dba_name,prime_awardee_parent_duns,prime_awardee_parent_name,prime_awardee_country_code,prime_awardee_country_name,prime_awardee_address_line_1,prime_awardee_city_name,prime_awardee_state_code,prime_awardee_state_name,prime_awardee_zip_code,prime_awardee_congressional_district,prime_awardee_foreign_postal_code,prime_awardee_business_types,prime_award_primary_place_of_performance_city_name,prime_award_primary_place_of_performance_state_code,prime_award_primary_place_of_performance_state_name,prime_award_primary_place_of_performance_address_zip_code,prime_award_primary_place_of_performance_congressional_district,prime_award_primary_place_of_performance_country_code,prime_award_primary_place_of_performance_country_name,prime_award_description,prime_award_naics_code,prime_award_naics_description,subaward_type,subaward_report_year,subaward_report_month,subaward_number,subaward_amount,subaward_action_date,subaward_action_date_fiscal_year,subawardee_duns,subawardee_name,subawardee_dba_name,subawardee_parent_duns,subawardee_parent_name,subawardee_country_code,subawardee_country_name,subawardee_address_line_1,subawardee_city_name,subawardee_state_code,subawardee_state_name,subawardee_zip_code,subawardee_congressional_district,subawardee_foreign_postal_code,subawardee_business_types,subaward_primary_place_of_performance_address_line_1,subaward_primary_place_of_performance_city_name,subaward_primary_place_of_performance_state_code,subaward_primary_place_of_performance_state_name,subaward_primary_place_of_performance_address_zip_code,subaward_primary_place_of_performance_congressional_district,subaward_primary_place_of_performance_country_code,subaward_primary_place_of_performance_country_name,subaward_description,subawardee_highly_compensated_officer_1_name,subawardee_highly_compensated_officer_1_amount,subawardee_highly_compensated_officer_2_name,subawardee_highly_compensated_officer_2_amount,subawardee_highly_compensated_officer_3_name,subawardee_highly_compensated_officer_3_amount,subawardee_highly_compensated_officer_4_name,subawardee_highly_compensated_officer_4_amount,subawardee_highly_compensated_officer_5_name,subawardee_highly_compensated_officer_5_amount
CONT_AWD_NNG13CR48C_8000_-NONE-_-NONE-,NNG13CR48C,,475000000,7/18/13,2013,80,National Aeronautics and Space Administration (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,80,National Aeronautics and Space Administration (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80GSFC,NASA GODDARD SPACE FLIGHT CENTER,080-2014/2015-0122-000;080-2016/2017-0115-000;080-2016/2017-0120-000;080-2016/2017-0122-000;080-2016/2017-0124-000;080-2016/2017-0131-000;080-2017/2018-0115-000;080-2017/2018-0120-000;080-2017/2018-0122-000;080-2017/2018-0124-000;080-2017/2018-0131-000;080-2018/2019-0115-000;080-2018/2019-0120-000;080-2018/2019-0122-000;080-2018/2019-0124-000;080-2018/2019-0131-000;080-2019/2020-0115-000;080-2019/2020-0120-000;080-2019/2020-0122-000;080-2019/2020-0131-000;080-2019/2021-0122-000;080-X-0122-000,080-0115;080-0120;080-0122;080-0124;080-0131,121368299,"AS AND D, INC.",ASRC MANAGEMENT SERVICES,76637073,ARCTIC SLOPE REGIONAL CORPORATION,USA,UNITED STATES,6303 IVY LANE,GREENBELT,MD,,207701479,5,,,Beltsville,MD,,207710003,5,USA,UNITED STATES,"IGF::OT::IGF ELECTRICAL SYSTEMS ENGINEERING SERVICES II (ESES-II) THE PRINCIPAL PURPOSE OF THIS CONTRACT IS TO PROVIDE ELECTRICAL ENGINEERING SUPPORT SERVICES AND RELATED WORK TO THE GODDARD SPACE FLIGHT CENTER'S APPLIED ENGINEERING AND TECHNOLOGY DIRECTORATE (AETD) AND RELATED ORGANIZATIONS, AS REQUIRED, FOR THE STUDY, DESIGN, DEVELOPMENT, FABRICATION, INTEGRATION, TESTING, VERIFICATION, AND OPERATIONS OF SPACE FLIGHT, AIRBORNE, AND GROUND SYSTEM HARDWARE AND SOFTWARE, INCLUDING DEVELOPMENT AND VALIDATION OF NEW TECHNOLOGIES TO ENABLE FUTURE SPACE AND SCIENCE MISSIONS.",541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",sub-contract,2017,11,ESE5-00531,35995,10/12/17,2018,87619297,"SENKO ADVANCED COMPONENTS, INC.",SENKO AMERICA,693420580,"SENKO SANGYO CO.,LTD.",USA,UNITED STATES,450 DONALD LYNCH BLVD STE D,MARLBOROUGH,MA,,17524703,3,,For-Profit Organization,,Marlborough,MA,,1752,3,USA,UNITED STATES,"Mars2020
 ",,,,,,,,,,
CONT_AWD_VA11817F10020007_3600_VA11816D1002_3600,VA11817F10020007,VA11816D1002,7852178.38,9/26/17,2017,36,Department of Veterans Affairs (VA),3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C10B,TECHNOLOGY ACQUISITION CENTER,36,Department of Veterans Affairs (VA),3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C10B,TECHNOLOGY ACQUISITION CENTER,,,557581779,"HALFAKER AND ASSOCIATES, LLC",,,,USA,UNITED STATES,2900 S QUINCY ST STE 410,ARLINGTON,VA,Virginia,222062281,8,,,Arlington,VA,Virginia,222061191,8,USA,UNITED STATES,"IGF::OT::IGF  THIS REQUIREMENT IS TO PROVIDE ANALYSIS, DEFINITION, DEVELOPMENT AND CONFIGURATION OF VISTA SOFTWARE AND SERVICES TO ENABLE SYSTEM-TO-SYSTEM INTEROPERABILITY.",541512,COMPUTER SYSTEMS DESIGN SERVICES,sub-contract,2018,8,2016-SC-022,44850,6/18/18,2018,942723628,"HENRY ELLIOTT AND COMPANY, INC.",,,,USA,UNITED STATES,1 WASHINGTON ST STE 208,WELLESLEY,MA,Massachusetts,24811706,4,,"For-Profit Organization,S Corporation",,WELLESLEY,MA,Massachusetts,24811706,4,USA,UNITED STATES,"""The Subcontractor shall support the building, planning, and software design through the
 Development life cycle for each Fileman 24 application. This support includes, but is not limited
 to: attending build planning sessions; actively participating in the design of interfaces between
 platforms, systems, services, and the databases the system will access and assist in the
 identification of needed processes and structures to ensure proper system performance; and
 providing Web-based demonstrations to gain Government approval of said designs.""
 ",,,,,,,,,,
CONT_AWD_FA872119F0006_9700_GS00Q14OADS701_4732,FA872119F0006,GS00Q14OADS701,38029796.32,3/6/19,2019,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,FA8721,FA8721  AFLCMC PZE CM,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F2BDAZ,ESC ACX,057-2017/2019-3010-000;057-2017/2019-3020-000;057-2017/2019-3021-000;057-2017/2019-3080-000;057-2018/2019-3600-000;057-2018/2020-3020-000;057-2018/2020-3021-000;057-2018/2020-3080-000;057-2019/2019-3400-000;057-2019/2020-3600-000;057-2019/2021-3080-000,057-3010;057-3020;057-3021;057-3080;057-3400;057-3600,126505833,ABACUS TECHNOLOGY CORPORATION,,126505833,ABACUS TECHNOLOGY CORPORATION,USA,UNITED STATES,"5404 WISCONSIN AVENUE, SUITE 1100",CHEVY CHASE,MD,Maryland,208153573,8,,,Chevy Chase,MD,Maryland,208153573,8,USA,UNITED STATES,ENGINEERING PROGRAM&ADVISORY ASSISTANCE BRIDGE,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",sub-contract,2019,3,79612-SONNET-19,254909,3/1/19,2019,136244386,SONNET TECHNOLOGIES INC,,,,USA,UNITED STATES,240 EVERGREEN AVE,BRAINTREE,MA,Massachusetts,21847606,9,,"For-Profit Organization,S Corporation",,Braintree,MA,Massachusetts,21847606,9,USA,UNITED STATES,Technical and programmatic support for enterprise level interoperability effort.  Supports all phases of acquisition within the FMS community.,,,,,,,,,,
CONT_AWD_R506_9700_FA664308D0003_9700,R506,FA664308D0003,966165,9/28/10,2010,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,FA6606,FA6606  439 CONF LGC,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F5N3FQ,439 MSG CEC,,,57409740,GEO-MARINE INC,,57409740,"GEO-MARINE, INC.",USA,UNITED STATES,2201 K AVENUE SUITE A2,PLANO,TX,,750745977,3,,"Contracts,For-Profit Organization",Chicopee,MA,,10221507,2,USA,UNITED STATES,"REPAIR/ALTER EAST TOWER, DC HANGAR, BLDG 7000, YTPM 10-0016A/B, JCN R50012",236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,sub-contract,2011,11,2708csa11-A,36000,10/21/11,2012,55317005,"COLYER, THOMAS JAYE",PRECISION WELDING,,,USA,UNITED STATES,111 BRADLEY LN,HARRIMAN,TN,,377485316,4,,"Contracts and Grants,For-Profit Organization",,Chicopee,MA,,10221507,2,USA,UNITED STATES,Repair Bldg 7000 East Tower,,,,,,,,,,
CONT_AWD_0002_9700_W58RGZ12D0089_9700,2,W58RGZ12D0089,1471445,9/26/12,2012,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),1710,NAVY FIELD OFFICES,PMA275,W6QK ACC-RSA,,,967162251,REDSTONE DEFENSE SYSTEMS,,,,USA,UNITED STATES,631 DISCOVERY DR NW,HUNTSVILLE,AL,,358062801,5,,"Alaskan Native Corporation Owned Firm,Contracts and Grants,For-Profit Organization,Minority-Owned business,Native American Owned,SBA Certified 8(a) Joint Venture",Huntsville,AL,,358063611,5,USA,UNITED STATES,"CPFF - REMUS - NAVY- INDUSTRIAL WORKING CAPITOL OSD, NAVY O&M,",336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,sub-contract,2014,1,R14PP00550,34216.6,1/31/14,2014,803388649,"HYDROID, INC.",,803388649,"HYDROID, INC.",USA,UNITED STATES,6 BENJAMIN NYE CIR,POCASSET,MA,,25594900,10,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,POCASSET,MA,,25594900,10,USA,UNITED STATES,DO 0002 Materials,,,,,,,,,,
CONT_AWD_FA881815C0029_9700_-NONE-_-NONE-,FA881815C0029,,4077295,12/3/14,2015,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,FA8818,FA8818  HQ SMC SD PKT,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F2KTAA,ORS OPS RESP SPACE,021-2018/2019-2040-000;021-2019/2020-2040-000;057-2015/2016-3600-000;057-2017/2018-3600-000;057-2018/2019-3600-000;057-2019/2020-3600-000;057-2019/2021-3021-000;097-2015/2016-0400-000;097-2018/2019-0400-000;097-2019/2020-0400-000,021-2040;057-3021;057-3600;097-0400,121368299,"AS AND D, INC.","AS AND D, INC.",76637073,ARCTIC SLOPE REGIONAL CORPORATION,USA,UNITED STATES,7000 MUIRKIRK MEADOWS DR STE 100,BELTSVILLE,MD,,20705,5,,,Kirtland,NM,,871179999,1,USA,UNITED STATES,IGF::CT::IGF LSMA FINAL CONTRACT AWARD,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",sub-contract,2017,3,ASD1-00022,500000,2/28/17,2017,69341972,ENGILITY CORPORATION,TASC,783837672,"ENGILITY HOLDINGS, INC.",USA,UNITED STATES,35 NEW ENGLAND BUSINESS CTR DR STE 200,ANDOVER,MA,,18101071,5,,For-Profit Organization,,Andover,MA,,1810,5,USA,UNITED STATES,"CLIN 0005 XBM SUST OY2
 ",,,,,,,,,,
CONT_AWD_W912WJ16C0032_9700_-NONE-_-NONE-,W912WJ16C0032,,3211051,9/23/16,2016,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W912WJ,W2SD ENDIST NEW ENGLAND,97,Department of Defense (DOD),96CE,U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY,W912WJ,New England,,,828394861,"DAWSON SOLUTIONS, LLC",,828394861,"DAWSON SOLUTIONS, LLC",USA,UNITED STATES,1101 MCMURTRIE DR STE D4,HUNTSVILLE,AL,Alabama,358062470,5,,,Buzzards Bay,MA,Massachusetts,25323930,9,USA,UNITED STATES,"IGF::OT::IGF ENVIRONMENTAL SERVICES, JOINT BASE CAPE COD, MA.",562910,REMEDIATION SERVICES,sub-contract,2019,5,531,80917.5,10/26/16,2017,43535892,"TESTAMERICA LABORATORIES, INC.",,543350344,JSTI Group,USA,UNITED STATES,30 COMMUNITY DR STE 11,SOUTH BURLINGTON,VT,Vermont,54036834,AL,,"For-Profit Organization,Foreign Owned and Located",,Sandwich,MA,Massachusetts,25320000,10,USA,UNITED STATES,"Laboratory Services: Analysis of groundwater and soil samples. Level iv hardcopy reports in pdf format, laboratory will provide level 11 reports for the purpose of 48-hour reporting.",,,,,,,,,,
CONT_AWD_W912WJ16C0032_9700_-NONE-_-NONE-,W912WJ16C0032,,3211051,9/23/16,2016,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W912WJ,W2SD ENDIST NEW ENGLAND,97,Department of Defense (DOD),96CE,U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY,W912WJ,New England,,,828394861,"DAWSON SOLUTIONS, LLC",,828394861,"DAWSON SOLUTIONS, LLC",USA,UNITED STATES,1101 MCMURTRIE DR STE D4,HUNTSVILLE,AL,Alabama,358062470,5,,,Buzzards Bay,MA,Massachusetts,25323930,9,USA,UNITED STATES,"IGF::OT::IGF ENVIRONMENTAL SERVICES, JOINT BASE CAPE COD, MA.",562910,REMEDIATION SERVICES,sub-contract,2019,5,613,874842.55,1/9/17,2017,832525740,"CASCADE DRILLING, L.P.",,611634150,"Snow Phipps Group, LLC",USA,UNITED STATES,17270 WOODINVILLE-REDMOND RD BLDG A #777,WOODINVILLE,WA,Washington,980726963,1,,For-Profit Organization,,Sandwich,MA,Massachusetts,2532,10,USA,UNITED STATES,"- Drill and sample 5 locations to estimated depth of 280'. Complete 14 water samples per location and set 2- 2.5"" SCH 80 PVC wells with 10' of .010 screen per well.
   Mobilization & Demobilization ATV Track Rig 
   ATV Sonic Rig and Related Equipment 
   ATV Sonic Operator/Driller, 10 Hours on Site per Day
   2.5"" Sch 80 PVC Riser Installed 
   2.5"" Sch 80 PVC Screen Installed 
   Filter Pack (50lb. Bag) 
   Bentonite Seal 
   Sand (for intervals that do not collapse) 
   Well Head Completion (Flush Mount) 
   Mobilization & Demobilization Develop Equip to Site 
   Monitor Well Development 50.00 Hours 
   3 Drum Portable Carbon Treatment Unit 
   Additional Carbon Drums 
   Waste Disposal of Used Carbon (Non Haz) 
   Water Pump 30.00 Day 
   2"" Sch 40 PVC Riser Installed 
   2"" Sch 40 PVC Screen Installed 
   Rig Standby
 ",,,,,,,,,,
CONT_AWD_W912WJ16C0032_9700_-NONE-_-NONE-,W912WJ16C0032,,3211051,9/23/16,2016,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W912WJ,W2SD ENDIST NEW ENGLAND,97,Department of Defense (DOD),96CE,U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY,W912WJ,New England,,,828394861,"DAWSON SOLUTIONS, LLC",,828394861,"DAWSON SOLUTIONS, LLC",USA,UNITED STATES,1101 MCMURTRIE DR STE D4,HUNTSVILLE,AL,Alabama,358062470,5,,,Buzzards Bay,MA,Massachusetts,25323930,9,USA,UNITED STATES,"IGF::OT::IGF ENVIRONMENTAL SERVICES, JOINT BASE CAPE COD, MA.",562910,REMEDIATION SERVICES,sub-contract,2019,5,495,43850,10/11/16,2017,928596212,"CARL F. CAVOSSA, JR., EXCAVATING, INC.",,,,USA,UNITED STATES,210 NATHAN ELLIS HWY,EAST FALMOUTH,MA,Massachusetts,25364143,10,,For-Profit Organization,,Sandwich,MA,Massachusetts,25320000,10,USA,UNITED STATES,Vegetation clearance services.,,,,,,,,,,
CONT_AWD_47PE0617C0019_4740_-NONE-_-NONE-,47pe0617c0019,,400000,9/27/17,2017,47,General Services Administration (GSA),4740,PUBLIC BUILDINGS SERVICE,47PE06,PBS R4 CAROLINAS CONTRACTS,47,General Services Administration (GSA),4740,PUBLIC BUILDINGS SERVICE,47PE06,PBS R4 CAROLINAS CONTRACTS,047-X-4542-001,047-4542,79429691,"BRISTOL PRIME CONTRACTORS, LLC",,,,USA,UNITED STATES,111 W 16TH AVE 3RD FLR,ANCHORAGE,AK,Alaska,995016206,0,,,Asheville,NC,North Carolina,288010085,10,USA,UNITED STATES,IGF::OT::IGF  SECURITY ENHANCEMENTS TO AN EXISTING SENSITIVE COMPARTMENTED INFORMATION FACILITY(SCIF) LOCATED WITHIN THE VEACH-BALEY FEDERAL BUILDING IN ASHEVILLE NORTH CAROLINA.,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,sub-contract,2019,3,3018001906,33423.98,3/14/18,2018,808033109,"TRADESMEN SERVICES, LLC",,805296753,"TRADESMEN INTERNATIONAL, LLC",USA,UNITED STATES,9760 SHEPARD RD,MACEDONIA,OH,Ohio,440561124,14,,"For-Profit Organization,Limited Liability Company",,Boston,MA,Massachusetts,22842227,9,USA,UNITED STATES,Skilled trade,,,,,,,,,,
CONT_AWD_HQ014718F0044_9700_HQ014714D0002_9700,HQ014718F0044,HQ014714D0002,80547,6/22/18,2018,97,Department of Defense (DOD),97JC,MISSILE DEFENSE AGENCY (MDA),HQ0147,MISSILE DEFENSE AGENCY (MDA),97,Department of Defense (DOD),97JC,MISSILE DEFENSE AGENCY (MDA),HQ0147,MISSILE DEFENSE AGENCY (MDA),,,839422763,"ANALYTICAL SERVICES, INC.",,76637073,ARCTIC SLOPE REGIONAL CORPORATION,USA,UNITED STATES,350 VOYAGER WAY NW,HUNTSVILLE,AL,Alabama,358063200,5,,,Huntsville,AL,Alabama,358063200,5,USA,UNITED STATES,MISSILE DEFENSE DATA CENTER (MDDS) SUPPORT FOR THE MDA TEST PROGRAM - TEST SUPPORT SYSTEMS (TSS) MISSION EXECUTION SUPPORT FOR PACIFIC DRAGON 2018 (FMS),541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",sub-contract,2019,4,AS19-00376 0,35250,3/27/19,2019,131142747,THE MATHWORKS INC,,131142747,THE MATHWORKS INC,USA,UNITED STATES,3 APPLE HILL DR,NATICK,MA,Massachusetts,17602098,7,,"For-Profit Organization,S Corporation",,Natick,MA,Massachusetts,17602098,7,USA,UNITED STATES,MDDC,,,,,,,,,,
CONT_AWD_0072_9700_W58RGZ12D0089_9700,72,W58RGZ12D0089,5293431,5/22/13,2013,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W90BWX,W1DF AVIATION-MISSILE RDEC,,,967162251,REDSTONE DEFENSE SYSTEMS,,,,USA,UNITED STATES,631 DISCOVERY DR NW,HUNTSVILLE,AL,,358062801,5,,"Alaskan Native Corporation Owned Firm,Contracts and Grants,For-Profit Organization,Minority-Owned business,Native American Owned,SBA Certified 8(a) Joint Venture",Huntsville,AL,,358062801,5,USA,UNITED STATES,IGF::OT::IGF: DISMOUNTED IMPROVISED EXPLOSIVE DEVICE (IED) DEFEAT DEVICE (DIED-D) MINOTAUR PROGRAM - OEP 14608,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,sub-contract,2013,6,R13PP00879,387066,6/28/13,2013,829007504,"QINETIQ NORTH AMERICA, INC.",TECHNOLOGY SYSTEMS GROUP,733131788,QINETIQ GROUP PLC,USA,UNITED STATES,350 2ND AVE,WALTHAM,MA,,24511104,7,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,WALTHAM,MA,,24511104,7,USA,UNITED STATES,RDS,JD  Crouch,909841,Steven  Cambone,889320,William  Goss,764793,Duane  Andrews,2862011,Michael  Stolarik,1422849
CONT_AWD_0057_9700_W58RGZ13D0048_9700,57,W58RGZ13D0048,18988056.05,2/10/16,2016,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W81YUF,"USA PROGRAM EXECUTIVE OFFICE, AVIAT",,,794757877,"SCIENCE AND ENGINEERING SERVICES, LLC",,783196348,"SCIENCE AND ENGINEERING SERVICES, LLC",USA,UNITED STATES,248 DUNLOP BLVD,HUNTSVILLE,AL,Alabama,358241102,5,,,HUNTSVILLE,AL,Alabama,358241102,5,USA,UNITED STATES,SLOVAKIA OPTION EXERCISE.,336411,AIRCRAFT MANUFACTURING,sub-contract,2019,5,L19P001824,129690,4/3/19,2019,53254546,"SPECTRO SCIENTIFIC, INC.",,1345149,AMETEK INC.,USA,UNITED STATES,ONE EXECUTIVE DR STE 101,CHELMSFORD,MA,Massachusetts,18242564,5,,"For-Profit Organization,Manufacturer of Goods",,CHELNSFORD,MA,Massachusetts,18242564,5,USA,UNITED STATES,MATERIALS IN SUPPORT OF THE LSF CONTRACT.,,,,,,,,,,
CONT_IDV_NNH16CO60C_8000,NNH16CO60C,,1974999.99,11/12/15,2016,80,National Aeronautics and Space Administration (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80HQTR,NASA HEADQUARTERS,80,National Aeronautics and Space Administration (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80HQTR,NASA HEADQUARTERS,080-2016/2017-0115-000;080-2017/2018-0115-000;080-2017/2018-0122-000;080-2017/2018-0124-000;080-2018/2019-0115-000;080-2019/2020-0115-000,080-0115;080-0122;080-0124,968706106,"ARCTIC SLOPE TECHNICAL SERVICES, INC.",,76637073,ARCTIC SLOPE REGIONAL CORPORATION,USA,UNITED STATES,7000 MUIRKIRK MEADOWS DR,BELTSVILLE,MD,,20705,5,,,Beltsville,MD,,207056351,5,USA,UNITED STATES,"IGF::CT::IGF  PLACE OF PERF:  CONTRACTOR FACILITY SPECTRUM MANAGEMENT, ENGINEERING SERVICES AND PROGRAMMATIC RESOURCE MANAGEMENT SUPPORT.  THIS PROCUREMENT IS TO SUPPORT THE SPACE COMMUNICATION AND NAVIGATION PROGRAM IMPLEMENT ITS RESPONSIBILITIES. THESE RESPONSIBILITIES CAN BE DIVIDED IN TWO AREAS:  SPECTRUM MANAGEMENT AND PROGRAM MANAGEMENT.  WITHIN THE SPECTRUM MANAGEMENT AREA, THE SCAN PROGRAM IS THE DESIGNATED AUTHORITY FOR THE AGENCY TO SUPPORT THE AGENCY AND THE U.S. COMMERCIAL SPACE COMMUNICATION INDUSTRY FOR SPECTRUM ALLOCATIONS AND ASSIGNMENTS THROUGH LEADERSHIP AND COORDINATION WITH NATIONAL AND INTERNATIONAL SPECTRUM MANAGEMENT ORGANIZATIONS.  WITHIN THE PROGRAM MANAGEMENT AREA, THE SCAN PROGRAM IS THE DESIGNATED AUTHORITY FOR MAINTAINING OPERATIONAL READINESS OF SPACE COMMUNICATION AND NAVIGATION CAPABILITY TO NASA MISSIONS AND ENHANCING SUCH CAPABILITY THROUGH MATURATION OF TECHNOLOGY, DEVELOPMENT OF NEW SYSTEMS AND LEADING THE DEVELOPMENT OF INTERNATIONAL STANDARDS IN SPACE COMMUNICATION AND NAVIGATION.",541330,ENGINEERING SERVICES,sub-contract,2016,10,AST4-00004,397080.32,9/15/16,2016,69341972,ENGILITY CORPORATION,TASC,783837672,"ENGILITY HOLDINGS, INC.",USA,UNITED STATES,35 NEW ENGLAND BUSINESS CTR DR STE 200,ANDOVER,MA,,18101071,5,,"Contracts and Grants,For-Profit Organization",,Andover,MA,,18101071,5,USA,UNITED STATES,"NNH16CF06T-NASA OCE STUDY
 ",,,,,,,,,,
CONT_AWD_0072_9700_W58RGZ12D0089_9700,72,W58RGZ12D0089,5293431,5/22/13,2013,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W58RGZ,W6QK ACC-RSA,97,Department of Defense (DOD),2100,DEPT OF THE ARMY,W90BWX,W1DF AVIATION-MISSILE RDEC,,,967162251,REDSTONE DEFENSE SYSTEMS,,,,USA,UNITED STATES,631 DISCOVERY DR NW,HUNTSVILLE,AL,,358062801,5,,"Alaskan Native Corporation Owned Firm,Contracts and Grants,For-Profit Organization,Minority-Owned business,Native American Owned,SBA Certified 8(a) Joint Venture",Huntsville,AL,,358062801,5,USA,UNITED STATES,IGF::OT::IGF: DISMOUNTED IMPROVISED EXPLOSIVE DEVICE (IED) DEFEAT DEVICE (DIED-D) MINOTAUR PROGRAM - OEP 14608,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,sub-contract,2013,10,R13PP02742,141102,10/21/13,2014,829007504,"QINETIQ NORTH AMERICA, INC.",TECHNOLOGY SYSTEMS GROUP,733131788,QINETIQ GROUP PLC,USA,UNITED STATES,350 2ND AVE,WALTHAM,MA,,24511104,7,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",,WALTHAM,MA,,24511104,7,USA,UNITED STATES,IED DIED-D MINOTAR JV FFP,JD  Crouch,909841,Steven  Cambone,889320,William  Goss,764793,Duane  Andrews,2862011,Michael  Stolarik,1422849
CONT_AWD_FA283514C0041_9700_-NONE-_-NONE-,FA283514C0041,,138352.9,9/19/14,2014,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,FA2835,FA2835  AFLCMC HANSCOM PZI,97,Department of Defense (DOD),5700,DEPT OF THE AIR FORCE,F2B3AQ,66 MSG CEG,,,968334941,"EQUA SOLUTIONS, INC.",,,,USA,UNITED STATES,352 SOUTH DENVER STREET SUITE 308,SALT LAKE CITY,UT,,841113052,2,,"American Indian Owned,Contracts and Grants,For-Profit Organization,Minority-Owned business,Native American Owned,S Corporation,SBA Certified 8(a) Program Participant,Self-Certified Small Disadvantaged Business",Hanscom AFB,MA,,17312107,5,USA,UNITED STATES,IGF::OT::IGF DEMOLITION/ABATEMENT OF FACILITIES,238910,SITE PREPARATION CONTRACTORS,sub-contract,2014,11,EHS002-13280,36500,11/14/14,2015,809858017,"ADVANCED BUILDING SYSTEMS, INC.",ABS,,,USA,UNITED STATES,5 DELAWARE DR STE 7,SALEM,NH,,30794059,2,,"Contracts and Grants,For-Profit Organization",,Hanscom AFB,MA,,17312107,6,USA,UNITED STATES,Remove and dispose of all asbestos and regulated materials as required. ,,,,,,,,,,
